Name,Last Name,First Name,Byrd,SI - Climate,Flagged - Climate + Energy,Operating Unit,Title,Flagged - Other,Award ID,Award Title,Awd PI,Co-I,Department Prop,Awd Dept,Award Alloc,College,Sponsor Name Prop,Fed/Non,Awd Spnsr,Awd Spnsr Level,Awd Spnsr Type,Prime Spnsr,Prime Spnsr Level,Prime Spnsr Type,Total Amt,Start Date,End Date,Discovery Theme,Award FY,Award Type,Reference,Ref Awd Num,CFDA
"Grottoli, Andréa",Grottoli,Andréa,,Yes,No,Earth Sciences,Professor,,GRT00037483,RAPID collaborative proposal: Will corals recover from bleaching under ocean acidification conditions?,"Grottoli,Andrea G",,Earth Sciences,Earth Sciences,100.00,Arts and Sciences,NSF Div Ocean Sciences,Fed,NSF Div Ocean Sciences,FED,NSF,,,,"158,420.00",01/15/2015,12/31/2015,Disc Theme- Energy Environ,2015,GR,OCE-1514859,1514859,47.050
"Grottoli, Andréa",Grottoli,Andréa,,Yes,No,Earth Sciences,Professor,,GRT00043170,Educating and inspiring the next generation of coral conservation scientists,"Grottoli,Andrea G",,Earth Sciences,Earth Sciences,100.00,Arts and Sciences,Hoover (Herbert W) Foundation,Non,Hoover (Herbert W) Foundation,OTHR,PRVT,,,,"75,000.00",05/03/2016,09/30/2017,Disc Theme- Energy Environ,2016,GR,Award letter dated 4/14/16,Award letter dated 4/14/16,
"Grottoli, Andréa",Grottoli,Andréa,,Yes,No,Earth Sciences,Professor,,GRT00045985,Natural adaptation in Hawaiian coral: Assessing variation in storage fat composition,"Grottoli,Andrea G",,Earth Sciences,Earth Sciences,100.00,Arts and Sciences,Sigma Xi,Non,Sigma Xi,OTHR,PRVT,,,,"1,000.00",12/06/2016,12/05/2017,Disc Theme- Energy Environ,2017,GR,Agreement dated 10/24/2016,Agreement dated 10/24/2016,
"Grottoli, Andréa",Grottoli,Andréa,,Yes,No,Earth Sciences,Professor,,GRT00046072,"Variability in Hawaiian coral across a natural range of temperature, pH, and flow gradients","Grottoli,Andrea G",,Earth Sciences,Earth Sciences,100.00,Arts and Sciences,Sigma Xi,Non,Sigma Xi,OTHR,PRVT,,,,500.00,12/20/2016,12/19/2017,Disc Theme- Energy Environ,2017,GR,Agreement dated 10/24/2016,Agreement dated 10/24/2016,
"Grottoli, Andréa",Grottoli,Andréa,,Yes,No,Earth Sciences,Professor,,GRT00046637,The role of fats in the response and recovery of the Hawaiian corals Montipora capitata and Porites compressa from bleaching under ocean acidification conditions,"Grottoli,Andrea G",,Earth Sciences,Earth Sciences,100.00,Arts and Sciences,Sigma Xi,Non,Sigma Xi,OTHR,PRVT,,,,998.39,01/01/2017,12/31/2017,Disc Theme- Energy Environ,2017,GR,G2016100188465297,G2016100188465297,
"Grottoli, Andréa",Grottoli,Andréa,,Yes,No,Earth Sciences,Professor,,GRT00047345,Coral resilience to global change: roles of the microbiome and animal physiology,"Grottoli,Andrea G",,Earth Sciences,Earth Sciences,100.00,Arts and Sciences,Intl Soc for Reef Studies,Non,Intl Soc for Reef Studies,OTHR,PRVT,,,,"2,476.28",04/07/2017,10/31/2018,Disc Theme- Energy Environ,2017,GR,Agreement dated 4/7/2017,Agreement dated 4/7/2017,
"Grottoli, Andréa",Grottoli,Andréa,,Yes,No,Earth Sciences,Professor,,GRT00051416,Educating and inspiring the next generation of coral conservation scientists (part II),"Grottoli,Andrea G",,Earth Sciences,Earth Sciences,100.00,Arts and Sciences,Hoover (Herbert W) Foundation,Non,Hoover (Herbert W) Foundation,OTHR,PRVT,,,,"85,000.00",04/01/2018,02/29/2020,Disc Theme- Energy Environ,2018,GR,Agreement dated 5/10/2018,Agreement dated 5/10/2018,
"Grottoli, Andréa",Grottoli,Andréa,,Yes,No,Earth Sciences,Professor,,GRT00051854,(Solomon) Coral adaptation and acclimatization to global change,"Grottoli,Andrea G",,Earth Sciences,Earth Sciences,100.00,Arts and Sciences,Sigma Xi,Non,Sigma Xi,OTHR,PRVT,,,,"1,000.00",01/01/2018,12/31/2018,Disc Theme- Energy Environ,2018,GR,G2017100194734133,G2017100194734133,
"Grottoli, Andréa",Grottoli,Andréa,,Yes,No,Earth Sciences,Professor,,GRT00052074,RCN: Coral bleaching research coordination network,"Grottoli,Andrea G",,Earth Sciences,Earth Sciences,100.00,Arts and Sciences,NSF Div Ocean Sciences,Fed,NSF Div Ocean Sciences,FED,NSF,,,,"499,828.00",01/01/2019,12/31/2022,Disc Theme- Energy Environ,2019,GR,1838667,1838667,47.050
"Grottoli, Andréa",Grottoli,Andréa,,Yes,No,Earth Sciences,Professor,,GRT00053028,Reefs at risk: Can coral cope?,"Grottoli,Andrea G",,Earth Sciences,Earth Sciences,100.00,Arts and Sciences,Sigma Xi,Non,Sigma Xi,OTHR,PRVT,,,,"1,000.00",01/01/2018,12/31/2018,Disc Theme- None Selected,2019,GR,Letter dated 01/16/2018,Letter dated 01/26/2018,
"Grottoli, Andréa",Grottoli,Andréa,,Yes,No,Earth Sciences,Professor,,GRT00058113,Biological and oceanographic processes impacting the persistence of the threatened Acropora palmata coral in Dry Tortugas National Park,"Grottoli,Andrea G",,Earth Sciences,Earth Sciences,100.00,Arts and Sciences,US Geological Survey,Fed,US Geological Survey,FED,DOIN,,,,"99,772.00",09/15/2019,09/14/2022,Disc Theme- Energy Environ,2020,CP,G19AC00418,G19AC00418,15.808
"Grunow, Anne",Grunow,Anne,Yes,,No,,,,GRT00024663,Continuing operations proposal: The United States Polar Rock Repository as a research tool for understanding Antarctica's geological evolution,"Grunow,Anne Marie",,Byrd Polar & Climate Rsch Cntr,Byrd Polar & Climate Rsch Cntr,100.00,Office of Academic Affairs,NSF Div Polar Programs,Fed,NSF Div Polar Programs,FED,NSF,,,,"754,066.00",04/01/2012,03/31/2017,,2015,CP,ANT-1141906,1141906,47.078
"Grunow, Anne",Grunow,Anne,Yes,,No,,,,GRT00043778,Continuing operations proposal: The United States Polar Rock Repository as a research tool for understanding Antarctica's geological evolution,"Grunow,Anne Marie",,Byrd Polar & Climate Rsch Cntr,Byrd Polar & Climate Rsch Cntr,100.00,Office of Academic Affairs,NSF Div Polar Programs,Fed,NSF Div Polar Programs,FED,NSF,,,,"1,277,891.00",04/01/2017,03/31/2022,Disc Theme- Energy Environ,2017,CP,PLR-1643713-01,1643713,47.050
"Hagenberger, Michael",Hagenberger,Michael,,,No,CEGE,Professor,Flag,GRT00049099,(Capstone) Truss study for Marysville manufacturing facility,"Hagenberger,Michael J",,"Civil, Envir & Geod Eng","Civil, Envir & Geod Eng",100.00,College of Engineering,Honda of America Manufacturing Inc,Non,Honda of America Manufacturing Inc,IND,INOH,,,,0.00,09/01/2017,05/01/2018,Disc Theme- None Selected,2018,GR,Agreement Dated 8/15/2017,Agreement Dated 8/15/2017,
"Hagenberger, Michael",Hagenberger,Michael,,,No,CEGE,Professor,Flag,GRT00049876,(Capstone) Uni-disciplinary capstone pavement condition analysis,"Hagenberger,Michael J",,ARC-Aerospace Rsch Center,ARC-Aerospace Rsch Center,100.00,College of Engineering,Honda of America Manufacturing Inc,Non,Honda of America Manufacturing Inc,IND,INOH,,,,0.00,09/01/2017,05/01/2018,Disc Theme- None Selected,2018,GR,Theme sheet dated 8.15.17,Theme sheet dated 8.15.17,
"Ho, Winston",Ho,Winston,,Yes,Flag,,,Flag-CCUS,GRT00025472,Novel inorganic/polymer composite membranes for CO2 capture,"Ho,W.S. Winston","Dutta, Prabir Kumar",Chem-Dutta,Materials Science Engineering,10.00,College of Engineering,Nat Energy Tech Lab,Fed,Nat Energy Tech Lab,FED,DOE,,,,"1,143,566.00",10/01/2011,12/31/2015,,2015,CP,"DE-FE0007632, Mod 06",DE-FE0007632,81.089
"Ho, Winston",Ho,Winston,,Yes,Flag,,,Flag-CCUS,GRT00029408,Carbon dioxide removal for solid oxide fuel cell systems,"Ho,W.S. Winston",,Materials Science Engineering,Chemical & Biomolecular Eng,20.00,College of Engineering,Bloom Energy,Non,Bloom Energy,IND,INOT,,,,"1,274,932.00",03/01/2013,03/31/2017,,2015,GR,"Agrmt eff 03/08/2013, Amd 3",Agrmt effective 03/08/2013,
"Ho, Winston",Ho,Winston,,Yes,Flag,,,Flag-CCUS,GRT00040266,Novel CO2-selective membranes for CO2 capture from,"Ho,W.S. Winston",,Materials Science Engineering,Chemical & Biomolecular Eng,20.00,College of Engineering,Nat Energy Tech Lab,Fed,Nat Energy Tech Lab,FED,DOE,,,,"1,248,278.00",03/01/2016,02/28/2019,Disc Theme- Energy Environ,2016,CP,DE-FE0026919,DE-FE0026919,81.089
"Ho, Winston",Ho,Winston,,Yes,Flag,,,Flag-CCUS,GRT00040650,Integrating H2-perm-selective WGS membrane reactor CO2 membrane separator for efficient pre-combustion carbon capture,"Ho,W.S. Winston",,Materials Science Engineering,Chemical & Biomolecular Eng,20.00,College of Engineering,Univ of Cincinnati,Non,Univ of Cincinnati,OTHR,COLL,OH Development Services Agency,OHIO,OHIO,"80,000.00",03/16/2016,04/30/2018,Disc Theme- Energy Environ,2017,GR,Subaward No 010268-003,Subaward No 010268-003,N/A
"Ho, Winston",Ho,Winston,,Yes,Flag,,,Flag-CCUS,GRT00040654,Novel prototype membrane for CO2 capture,"Ho,W.S. Winston",,Materials Science Engineering,Chemical & Biomolecular Eng,20.00,College of Engineering,OH Development Services Agency,Non,OH Development Services Agency,OHIO,OHIO,,,,"1,000,000.00",02/02/2016,04/30/2018,Disc Theme- Energy Environ,2016,GR,OER-CDO-D-15-09,OER-CDO-D-15-09,
"Ho, Winston",Ho,Winston,,Yes,Flag,,,Flag-CCUS,GRT00042712,Economical self-powered portable clean energy desalination system,"Ho,W.S. Winston",,Materials Science Engineering,Chemical & Biomolecular Eng,20.00,College of Engineering,"ITN Energy Systems, Inc",Non,"ITN Energy Systems, Inc",IND,INOT,US Department of Energy,FED,DOE,"75,000.00",06/13/2016,03/12/2017,Disc Theme- Energy Environ,2017,GR,PO#16i-0321,PO#16i-0321,81.049
"Ho, Winston",Ho,Winston,,Yes,Flag,,,Flag-CCUS,GRT00051330,Transformational membranes for pre-combustion carbon capture,"Ho,W.S. Winston",,Materials Science Engineering,Chemical & Biomolecular Eng,20.00,College of Engineering,US Department of Energy,Fed,US Department of Energy,FED,DOE,,,,"799,988.00",10/01/2018,03/31/2020,Disc Theme- Energy Environ,2019,CP,DE-FE0031635,DE-FE0031635,81.089
"Ho, Winston",Ho,Winston,,Yes,Flag,,,Flag-CCUS,GRT00053555,AOI 1C: Novel transformational membranes and process for CO2 capture from flue gas,"Ho,W.S. Winston","Lin, Li-Chiang",Materials Science Engineering,Chemical & Biomolecular Eng,20.00,College of Engineering,US Department of Energy,Fed,US Department of Energy,FED,DOE,,,,"2,999,988.00",07/01/2019,06/30/2022,Disc Theme- Energy Environ,2019,CP,DE-FE0031731,DE-FE0031731,81.089
"Ho, Winston",Ho,Winston,,Yes,Flag,,,Flag-CCUS,GRT00055372,Novel transformational membranes and process for CO2 capture from flue gas,"Ho,W.S. Winston",,Materials Science Engineering,Chemical & Biomolecular Eng,20.00,College of Engineering,OH Development Services Agency,Non,OH Development Services Agency,OHIO,OHIO,,,,"500,000.00",10/01/2019,10/01/2021,Disc Theme- Energy Environ,2020,GR,D-19-12,D-19-12,
"Ho, Winston",Ho,Winston,,Yes,Flag,,,Flag-CCUS,GRT00055373,Transformational membranes for pre-combustion carbon capture,"Ho,W.S. Winston",,Materials Science Engineering,Chemical & Biomolecular Eng,20.00,College of Engineering,OH Development Services Agency,Non,OH Development Services Agency,OHIO,OHIO,,,,"150,000.00",10/01/2019,10/01/2021,Disc Theme- Energy Environ,2020,GR,D-19-13,D-19-13,
"Hood, Darryl",Hood,Darryl,,,No,Public Health,,,GRT00047645,Using an exposome approach to assess the effects of PM2.5 on CVC outcomes,"Hood,Darryl Brice","Colen, Cynthia Gene; Hyder, Ayaz ; Yotebieng, Marcel",Sociology,COPH -Environmental Health Sci,6.00,College of Public Health,Meharry Medical College,Non,Meharry Medical College,OTHR,COLL,Environmental Protection Agency,FED,EPA,"158,107.00",01/01/2018,12/31/2019,Disc Theme- Health Wellness; Disc Theme-Transl Data Analyt,2018,GR,170207PJ027-01,170207PJ027-01,66.509
"Hood, Jim",Hood,Jim,,,No,"Evolution, Ecology, and Organismal Biology",Assistant Professor,,GRT00049276,Time series analysis of Lake Erie Phytoplankton dynamics,"Hood,James",,"Evol, Ecology & Org Biology","Evol, Ecology & Org Biology",100.00,Arts and Sciences,Lake Erie Comsn,Non,Lake Erie Comsn,OHIO,OHIO,,,,"50,000.00",01/22/2018,05/31/2019,Disc Theme-Transl Data Analyt,2018,GR,SG 531-2018,SG 531-2018,
"Hood, Jim",Hood,Jim,,,No,"Evolution, Ecology, and Organismal Biology",Assistant Professor,,GRT00054850,"The Cooperative Institute for Great Lakes Research: CIGLR career training and outreach: Fellowship program, seminar series, and vessel support","Hood,James",,"Evol, Ecology & Org Biology","Evol, Ecology & Org Biology",50.00,Arts and Sciences,Univ of Michigan,Non,Univ of Michigan,OTHR,COLL,Nat Oceanic & Atmospheric Admin,FED,DOC,"25,000.00",05/01/2019,08/31/2020,Disc Theme-Transl Data Analyt,2020,CP,SUBK00011192,SUBK00011192,11.432
"Howat, Ian",Howat,Ian,Yes,Yes,No,Earth Sciences,Professor,,GRT00020374,Greenland ice sheet response to outlet glacier acceleration,"Howat,Ian M","Shum, C K",Earth Sciences,Byrd Polar & Climate Rsch Cntr,100.00,Office of Academic Affairs,NASA Headquarters,Fed,NASA Headquarters,FED,NASA,,,,"200,000.00",09/02/2011,09/01/2016,,2015,GR,NNX11AR47G,NNX11AR47G,43.001
"Howat, Ian",Howat,Ian,Yes,Yes,No,Earth Sciences,Professor,,GRT00027890,MeASURES Greenland ice mapping project,"Howat,Ian M",,Earth Sciences,Byrd Polar & Climate Rsch Cntr,100.00,Office of Academic Affairs,Univ of Washington,Non,Univ of Washington,OTHR,COLL,Nat Aeronautics & Space Admin,FED,NASA,"263,553.00",03/14/2013,03/13/2018,,2015,CP,750908,UWSC7031,43.001
"Howat, Ian",Howat,Ian,Yes,Yes,No,Earth Sciences,Professor,,GRT00030984,Cross-platform altimetry validation and regional reanalysis over the Greenland Ice Sheet margins,"Howat,Ian M","de la Pena Rodriguez, Santiago ; Shum, C K",Byrd Polar & Climate Rsch Cntr,Byrd Polar & Climate Rsch Cntr,30.00,Office of Academic Affairs,Nat Aeronautics & Space Admin,Fed,Nat Aeronautics & Space Admin,FED,NASA,,,,"282,025.00",09/01/2013,08/31/2016,,2015,GR,NNX13AP92G,NNX13AP92G,43.001
"Howat, Ian",Howat,Ian,Yes,Yes,No,Earth Sciences,Professor,,GRT00031785,IceBridge science definition team: Optimization and integration of surface elevation and elevation change observations,"Howat,Ian M",,Earth Sciences,Byrd Polar & Climate Rsch Cntr,100.00,Office of Academic Affairs,Nat Aeronautics & Space Admin,Fed,Nat Aeronautics & Space Admin,FED,NASA,,,,"83,630.00",12/13/2013,12/12/2016,,2015,GR,NNX14AC43G,NNX14AC43G,43.001
"Howat, Ian",Howat,Ian,Yes,Yes,No,Earth Sciences,Professor,,GRT00032120,Towards an operational system for estimating Greenland ice sheet thickness change from altimetry,"Howat,Ian M",,Earth Sciences,Byrd Polar & Climate Rsch Cntr,100.00,Office of Academic Affairs,Arizona State Univ,Non,Arizona State Univ,OTHR,COLL,Nat Aeronautics & Space Admin,FED,NASA,"64,395.00",04/01/2015,04/23/2017,,2015,GR,15-726,15-726,43.001
"Howat, Ian",Howat,Ian,Yes,Yes,No,Earth Sciences,Professor,,GRT00036435,The Rapid Ice Sheet Change Observatory (RISCO) initialization program,"Howat,Ian M",,Earth Sciences,Byrd Polar & Climate Rsch Cntr,50.00,Office of Academic Affairs,Nat Aeronautics & Space Admin,Fed,Nat Aeronautics & Space Admin,FED,NASA,,,,"100,000.00",07/07/2014,07/06/2015,,2015,GR,NNX14AM91G,NNX14AM91G,43.001
"Howat, Ian",Howat,Ian,Yes,Yes,No,Earth Sciences,Professor,,GRT00039232,"The Reference Elevation Model of Antarctica (REMA): A high resolution, time-stamped digital elevation model for the Antarctic ice sheet","Howat,Ian M","Noh, Myoung-Jong",Earth Sciences,Byrd Polar & Climate Rsch Cntr,100.00,Office of Academic Affairs,NSF Div Polar Programs,Fed,NSF Div Polar Programs,FED,NSF,,,,"374,312.00",06/01/2016,05/31/2019,Disc Theme- Energy Environ,2016,GR,1543501,1543501,47.050
"Howat, Ian",Howat,Ian,Yes,Yes,No,Earth Sciences,Professor,,GRT00039278,"Automated, high resolution terrain generation for XSEDE","Howat,Ian M","Noh, Myoung-Jong ; Tomko, Karen A",Ohio Supercomputer Center,Byrd Polar & Climate Rsch Cntr,19.00,Office of Academic Affairs,NSF Div Polar Programs,Fed,NSF Div Polar Programs,FED,NSF,,,,"400,000.00",08/01/2015,07/31/2017,Disc Theme- Energy Environ,2016,GR,PLR-1542736,1542736,47.050
"Howat, Ian",Howat,Ian,Yes,Yes,No,Earth Sciences,Professor,,GRT00040364,The Polar Geospatial Information Center: Joint Support,"Howat,Ian M",,Earth Sciences,Byrd Polar & Climate Rsch Cntr,100.00,Office of Academic Affairs,Univ of Minnesota,Non,Univ of Minnesota,OTHR,COLL,NSF Div Polar Programs,FED,NSF,"75,441.00",08/01/2015,01/31/2017,Disc Theme- Energy Environ,2016,CP,A005315501,A005315501,47.050
"Howat, Ian",Howat,Ian,Yes,Yes,No,Earth Sciences,Professor,,GRT00040510,The Polar Geospatial Center: Community and facility support,"Howat,Ian M",,Earth Sciences,Byrd Polar & Climate Rsch Cntr,100.00,Office of Academic Affairs,Univ of Minnesota,Non,Univ of Minnesota,OTHR,COLL,NSF Geosciences,FED,NSF,"699,186.00",05/01/2016,04/30/2021,Disc Theme- Energy Environ,2017,GR,A005265701,A005265701,47.050
"Howat, Ian",Howat,Ian,Yes,Yes,No,Earth Sciences,Professor,,GRT00048129,Daily to decadal variability in discharge from Greenland outlet glaciers,"Howat,Ian M",,Earth Sciences,Byrd Polar & Climate Rsch Cntr,100.00,Office of Academic Affairs,NASA Headquarters,Fed,NASA Headquarters,FED,NASA,,,,"252,681.00",10/01/2018,09/30/2021,Disc Theme- Energy Environ,2019,GR,80NSSC18K1027,80NSSC18K1027,43.001
"Howat, Ian",Howat,Ian,Yes,Yes,No,Earth Sciences,Professor,,GRT00048137,Greenland ice mapping project three: Measuring change in rapid flow,"Howat,Ian M",,Earth Sciences,Byrd Polar & Climate Rsch Cntr,100.00,Office of Academic Affairs,Univ of Washington,Non,Univ of Washington,OTHR,COLL,Nat Aeronautics & Space Admin,FED,NASA,"206,212.00",05/25/2018,05/24/2023,Disc Theme- Energy Environ,2019,GR,UWSC10585,UWSC10585,43.001
"Howat, Ian",Howat,Ian,Yes,Yes,No,Earth Sciences,Professor,,GRT00049698,NASA JPL predictions of coastline migration,"Howat,Ian M",,Earth Sciences,Byrd Polar & Climate Rsch Cntr,100.00,Office of Academic Affairs,Jet Propulsion Lab,Fed,Jet Propulsion Lab,FED,NASA,Nat Aeronautics & Space Admin,FED,NASA,"181,240.00",11/17/2017,11/15/2019,Disc Theme- Energy Environ,2018,CON,1590017,1590017,43.xxx
"Howat, Ian",Howat,Ian,Yes,Yes,No,Earth Sciences,Professor,,GRT00052773,"EarthDEM: High-resolution, time-dependent topography of a changing Earth","Howat,Ian M","Noh, Myoung-Jong ; Tomko, Karen A",Ohio Supercomputer Center,Byrd Polar & Climate Rsch Cntr,10.00,Office of Academic Affairs,Univ of Minnesota,Non,Univ of Minnesota,OTHR,COLL,NSF Geosciences,FED,NSF,"697,157.00",09/01/2018,04/30/2021,Disc Theme- Energy Environ,2019,CP,A007467501,A007467501,47.050
"Hoy, Casey",Hoy,Casey,,Yes,No,Entomology,Professor,,GRT00035484,Diversification strategy for small and medium-sized farms,"Hoy,Casey William","Culman, Steven William; Klaiber, Henry Allen; Kumarappan, Subramanian",ATI- Administrative Support,OARDC Agroecosystems Mgmt Pgm,5.00,Ohio Agric Research & Dev Ctr,National Institute of Food & Agriculture,Fed,National Institute of Food & Agriculture,FED,USDA,,,,"384,913.00",05/01/2015,04/30/2018,Disc Theme- Energy Environ; Disc Theme- Food Prodn Sec,2015,GR,2.0156800623e+13,20156800623270,10.310
"Hoy, Casey",Hoy,Casey,,Yes,No,Entomology,Professor,,GRT00039346,A statewide network for multiple pathways to a baccalaureate degree in sustainable agriculture,"Hoy,Casey William","Anelli, Carol M.; Boswell, Jacob Ross; Clark, Jill Kathleen; Gardiner, Mary Margaret; Haden, Van Ryan; Heldman, Dennis Ray; Hitzhusen, Gregory Ernest; Irwin, Elena ; Kumarappan, Subramanian ; MacDonald, Ross Barclay; Martin, Jay Franklin; Mercer, Kristin",Art,OARDC Agroecosystems Mgmt Pgm,1.00,Ohio Agric Research & Dev Ctr,National Institute of Food & Agriculture,Fed,National Institute of Food & Agriculture,FED,USDA,,,,"641,739.00",03/15/2016,03/14/2019,Disc Theme- Energy Environ; Disc Theme- Food Prodn Sec; Disc Theme- Health Wellness,2016,GR,2.0167000325e+13,20167000324835,10.217
"Hoy, Casey",Hoy,Casey,,Yes,No,Entomology,Professor,,GRT00039472,Invasive algae as a local organic soil amendment: Participatory assessment of opportunities and challenges,"Hoy,Casey William",,Environmental Science Program,OARDC Entomology,100.00,Ohio Agric Research & Dev Ctr,Ceres Trust,Non,Ceres Trust,OTHR,PRVT,,,,"8,436.00",06/01/2015,05/31/2016,Disc Theme- Energy Environ; Disc Theme- Food Prodn Sec,2016,GR,Agreement dated 6/12/15,Agreement dated 6/12/15,
"Hoy, Casey",Hoy,Casey,,Yes,No,Entomology,Professor,,GRT00044927,Buckeye Nation rallying for vulnerable children with Ohio State purchasing,"Hoy,Casey William",,OARDC Agroecosystems Mgmt Pgm,OARDC Agroecosystems Mgmt Pgm,100.00,Ohio Agric Research & Dev Ctr,Kellogg (W K) Fdn,Non,Kellogg (W K) Fdn,OTHR,PRVT,,,,"750,000.00",01/01/2017,08/31/2019,Disc Theme- Food Prodn Sec,2017,GR,P3035501,P3035501,
